"Región,""PA"",""Nombre"",""Provincia"",""Distrito"",""Corregimiento"",""01/07"",""02/07"",""03/07"",""04/07"",""05/07"",""06/07"",""07/07"",""08/07"",""09/07"",""10/07"",""11/07"",""12/07"",""13/07"",""14/07"",""15/07"",""16/07"",""17/07"",""18/07"",""19/07"",""20/07"",""21/07"",""22/07"",""23/07"",""24/07"",""25/07"",""26/07"",""27/07"",""28/07"",""29/07"",""30/07"",""31/07"""
"1,""94"",""Esc. Manaca Norte"",""Chiriquí"",""Barú"",""Rodolfo Aguilar Delgado"",""1"",""4"",""5"",""2"",""3"",""2"",""3"",""3"",""6"",""5"",""6"",""8"",""5"",""5"",""5"",""4"",""4"",""4"",""4"",""6"",""5"",""3"",""5"",""3"",""3"",""3"",""4"",""3"",""2"",""3"",""2"""
"1,""95"",""Esc. San Antonio."",""Chiriquí"",""Barú"",""Rodolfo Aguilar Delgado"",""11"",""7"",""12"",""11"",""10"",""5"",""12"",""15"",""15"",""11"",""14"",""12"",""13"",""3"",""8"",""13"",""11"",""11"",""12"",""8"",""11"",""6"",""10"",""10"",""12"",""12"",""12"",""11"",""10"",""9"",""4"""
"1,""96"",""Esc. Sec. Finca Blanco"",""Chiriquí"",""Barú"",""Rodolfo Aguilar Delgado"",""3"",""4"",""9"",""10"",""8"",""7"",""0"",""2"",""6"",""10"",""8"",""0"",""8"",""6"",""3"",""6"",""11"",""13"",""7"",""5"",""10"",""3"",""13"",""8"",""11"",""6"",""6"",""10"",""5"",""5"",""4"""
"1,""97"",""I.P.T. Barú"",""Chiriquí"",""Barú"",""Rodolfo Aguilar Delgado"",""1"",""1"",""9"",""10"",""8"",""8"",""9"",""2"",""3"",""11"",""10"",""2"",""5"",""4"",""1"",""3"",""8"",""4"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"""
"1,""98"",""P.C. Corozo"",""Chiriquí"",""Barú"",""Rodolfo Aguilar Delgado"",""9"",""6"",""4"",""10"",""9"",""6"",""10"",""7"",""7"",""10"",""7"",""2"",""9"",""3"",""9"",""10"",""9"",""10"",""8"",""7"",""5"",""11"",""6"",""1"",""0"",""0"",""6"",""6"",""1"",""2"",""0"""
"1,""99"",""Esc. La Meseta."",""Chiriquí"",""Boquerón"",""Boquerón"",""5"",""3"",""4"",""3"",""5"",""5"",""4"",""9"",""4"",""2"",""3"",""4"",""4"",""3"",""9"",""5"",""4"",""3"",""3"",""4"",""5"",""5"",""5"",""5"",""4"",""5"",""4"",""7"",""4"",""2"",""2"""
"1,""100"",""Parque Central Boquerón"",""Chiriquí"",""Boquerón"",""Boquerón"",""3"",""2"",""3"",""5"",""2"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""2"",""1"",""4"",""4"",""2"",""1"",""3"",""5"",""3"",""2"",""2"",""3"",""3"",""1"",""3"",""3"",""3"",""4"",""2"""
"1,""101"",""Esc. La Guinea"",""Chiriquí"",""Boquerón"",""Pedregal"",""3"",""2"",""1"",""0"",""0"",""2"",""1"",""0"",""1"",""1"",""1"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""1"",""0"",""0"""
"1,""103"",""Esc. Alto Boquete"",""Chiriquí"",""Boquete"",""Alto Boquete"",""2"",""0"",""3"",""3"",""3"",""3"",""4"",""2"",""5"",""4"",""5"",""4"",""3"",""3"",""4"",""3"",""4"",""2"",""2"",""3"",""2"",""2"",""3"",""2"",""2"",""1"",""3"",""2"",""1"",""6"",""2"""
"1,""104"",""Esc. Sec. Benigno T. Argote"",""Chiriquí"",""Boquete"",""Alto Boquete"",""1"",""0"",""0"",""0"",""0"",""5"",""6"",""1"",""0"",""8"",""5"",""7"",""6"",""6"",""1"",""0"",""0"",""0"",""5"",""7"",""4"",""1"",""2"",""8"",""7"",""11"",""7"",""7"",""4"",""1"",""10"""
"1,""105"",""Escuela Palo Alto (primaria)"",""Chiriquí"",""Boquete"",""Bajo Boquete"",""2"",""2"",""3"",""3"",""3"",""5"",""6"",""3"",""3"",""2"",""3"",""1"",""2"",""2"",""3"",""3"",""4"",""1"",""1"",""1"",""3"",""5"",""5"",""2"",""3"",""2"",""3"",""3"",""2"",""1"",""2"""
"1,""106"",""Municipio Bajo Boquete"",""Chiriquí"",""Boquete"",""Bajo Boquete"",""10"",""6"",""11"",""8"",""7"",""6"",""7"",""6"",""10"",""8"",""7"",""11"",""7"",""10"",""8"",""11"",""9"",""7"",""11"",""7"",""6"",""10"",""8"",""8"",""5"",""8"",""12"",""8"",""13"",""13"",""6"""
"1,""107"",""Esc. Volcancito"",""Chiriquí"",""Boquete"",""Bajo Boquete"",""1"",""0"",""0"",""1"",""3"",""1"",""1"",""0"",""0"",""1"",""2"",""1"",""1"",""2"",""1"",""0"",""1"",""0"",""1"",""1"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""0"""
"1,""108"",""Centro de Salud Aserrío de Gariche"",""Chiriquí"",""Bugaba"",""Aserrío de Gariché"",""8"",""7"",""12"",""13"",""13"",""9"",""8"",""7"",""4"",""14"",""12"",""12"",""12"",""8"",""4"",""4"",""13"",""12"",""11"",""13"",""10"",""6"",""7"",""10"",""8"",""9"",""8"",""11"",""6"",""7"",""11"""
"1,""109"",""Esc. Aserrío"",""Chiriquí"",""Bugaba"",""Aserrío de Gariché"",""2"",""4"",""6"",""6"",""6"",""7"",""6"",""3"",""8"",""5"",""6"",""5"",""4"",""7"",""2"",""4"",""7"",""6"",""7"",""7"",""6"",""3"",""2"",""6"",""6"",""3"",""4"",""5"",""2"",""4"",""7"""
"1,""110"",""Esc. El Exquisito"",""Chiriquí"",""Bugaba"",""Aserrío de Gariché"",""2"",""1"",""2"",""2"",""1"",""1"",""3"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""2"",""1"",""1"",""1"",""2"",""2"",""2"",""2"",""1"",""0"",""1"",""1"""
"1,""111"",""Esc. Gariche"",""Chiriquí"",""Bugaba"",""Aserrío de Gariché"",""1"",""4"",""0"",""1"",""1"",""1"",""3"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""1"",""1"",""2"",""0"",""1"",""6"",""0"",""0"",""1"",""1"",""1"",""1"",""2"",""4"""
"1,""112"",""Esc. Jacú"",""Chiriquí"",""Bugaba"",""Aserrío de Gariché"",""9"",""13"",""10"",""7"",""8"",""6"",""7"",""6"",""16"",""13"",""9"",""8"",""9"",""9"",""10"",""13"",""10"",""11"",""8"",""11"",""9"",""8"",""6"",""10"",""6"",""12"",""8"",""10"",""8"",""12"",""14"""
"1,""113"",""Esc. La Celmira"",""Chiriquí"",""Bugaba"",""Aserrío de Gariché"",""21"",""21"",""20"",""17"",""20"",""16"",""21"",""18"",""22"",""19"",""21"",""18"",""19"",""17"",""16"",""21"",""17"",""19"",""15"",""19"",""18"",""16"",""19"",""17"",""18"",""17"",""18"",""16"",""16"",""20"",""10"""
"1,""114"",""Esc. Portón"",""Chiriquí"",""Bugaba"",""Aserrío de Gariché"",""5"",""5"",""7"",""3"",""4"",""6"",""3"",""3"",""2"",""4"",""4"",""2"",""4"",""5"",""3"",""6"",""3"",""4"",""7"",""10"",""3"",""3"",""2"",""3"",""3"",""3"",""3"",""4"",""4"",""5"",""5"""
"1,""115"",""Esc. San Isidro"",""Chiriquí"",""Bugaba"",""Aserrío de Gariché"",""0"",""1"",""1"",""1"",""2"",""1"",""1"",""0"",""9"",""0"",""2"",""3"",""2"",""3"",""1"",""0"",""3"",""2"",""1"",""1"",""1"",""0"",""4"",""1"",""1"",""3"",""3"",""2"",""1"",""2"",""2"""
"1,""116"",""Esc. San Pedro"",""Chiriquí"",""Bugaba"",""Aserrío de Gariché"",""7"",""17"",""8"",""11"",""10"",""12"",""12"",""10"",""7"",""7"",""7"",""10"",""8"",""6"",""7"",""8"",""6"",""10"",""11"",""9"",""6"",""6"",""10"",""9"",""8"",""6"",""7"",""10"",""8"",""7"",""2"""
"1,""117"",""Parque Aserrío de Gariche"",""Chiriquí"",""Bugaba"",""Aserrío de Gariché"",""21"",""12"",""12"",""14"",""12"",""12"",""5"",""17"",""13"",""12"",""7"",""12"",""17"",""15"",""14"",""15"",""16"",""16"",""17"",""17"",""12"",""14"",""12"",""14"",""15"",""14"",""18"",""15"",""20"",""17"",""15"""
"1,""118"",""Esc. Brisas del Río"",""Chiriquí"",""Bugaba"",""Bugaba"",""0"",""0"",""1"",""0"",""1"",""1"",""1"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""1"",""0"",""2"",""1"",""0"",""1"",""1"",""1"",""1"",""1"",""2"",""0"",""1"""
"1,""119"",""Esc. Mata de Bugaba"",""Chiriquí"",""Bugaba"",""Bugaba"",""0"",""7"",""1"",""1"",""1"",""1"",""0"",""2"",""3"",""1"",""1"",""1"",""1"",""1"",""0"",""0"",""1"",""1"",""1"",""2"",""2"",""0"",""3"",""1"",""1"",""1"",""2"",""2"",""0"",""0"",""2"""
"1,""120"",""Municipio de Bugaba"",""Chiriquí"",""Bugaba"",""Bugaba"",""0"",""0"",""1"",""0"",""1"",""0"",""1"",""1"",""1"",""1"",""0"",""1"",""1"",""1"",""0"",""1"",""1"",""2"",""1"",""0"",""1"",""1"",""0"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""1"""
"1,""121"",""C.E.B.G. Cerro Punta"",""Chiriquí"",""Tierras Altas"",""Cerro Punta"",""0"",""3"",""1"",""0"",""1"",""1"",""1"",""0"",""4"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""0"",""2"",""3"",""1"",""2"",""1"",""1"",""1"",""2"",""1"",""0"",""1"",""1"""
"1,""122"",""Centro de Salud Cerro Punta"",""Chiriquí"",""Tierras Altas"",""Cerro Punta"",""0"",""0"",""2"",""1"",""4"",""5"",""2"",""0"",""0"",""2"",""2"",""4"",""0"",""3"",""0"",""0"",""2"",""3"",""3"",""3"",""2"",""0"",""0"",""6"",""1"",""5"",""3"",""5"",""1"",""0"",""5"""
"1,""123"",""Esc. Guadalupe/Fernando Eleta Almarán"",""Chiriquí"",""Bugaba"","""",""3"",""1"",""2"",""1"",""2"",""2"",""2"",""3"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""3"",""1"",""1"",""3"",""2"",""2"",""1"",""1"",""3"",""3"",""5"",""1"",""2"",""1"""
"1,""124"",""Esc. Nueva Suiza"",""Chiriquí"",""Tierras Altas"",""Cerro Punta"",""2"",""1"",""0"",""1"",""4"",""4"",""5"",""4"",""5"",""6"",""4"",""3"",""3"",""8"",""5"",""6"",""8"",""5"",""3"",""4"",""5"",""3"",""6"",""4"",""6"",""9"",""7"",""6"",""3"",""1"",""1"""
"1,""125"",""Esc. Gómez"",""Chiriquí"",""Bugaba"",""Gómez"",""9"",""5"",""4"",""7"",""8"",""6"",""7"",""6"",""7"",""5"",""7"",""3"",""2"",""1"",""1"",""3"",""3"",""4"",""4"",""5"",""5"",""4"",""5"",""2"",""3"",""5"",""2"",""3"",""3"",""5"",""4"""
"1,""126"",""Esc. San Miguel de Exquisito"",""Chiriquí"",""Bugaba"",""Gómez"",""1"",""1"",""1"",""2"",""1"",""0"",""2"",""3"",""2"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""2"",""2"",""2"",""2"",""3"",""1"",""1"",""2"",""2"",""3"",""2"",""3"",""1"",""1"",""2"""
"1,""128"",""Biblioteca Catolica"",""Chiriquí"",""Bugaba"",""La Concepción"",""1"",""5"",""1"",""1"",""2"",""2"",""1"",""2"",""2"",""1"",""0"",""1"",""2"",""1"",""2"",""2"",""1"",""1"",""1"",""2"",""1"",""4"",""2"",""1"",""2"",""2"",""2"",""1"",""1"",""2"",""1"""
"1,""129"",""Biblioteca Pública La Concepción CENTRO ACP"",""Chiriquí"",""Bugaba"",""La Concepción"",""3"",""3"",""3"",""4"",""3"",""2"",""6"",""3"",""1"",""2"",""1"",""1"",""5"",""4"",""3"",""2"",""4"",""2"",""4"",""4"",""3"",""3"",""3"",""3"",""2"",""3"",""3"",""3"",""5"",""2"",""5"""
"1,""131"",""Centro Cristiano Bugaba"",""Chiriquí"",""Bugaba"",""La Concepción"",""4"",""5"",""2"",""3"",""5"",""4"",""5"",""4"",""4"",""6"",""7"",""6"",""4"",""4"",""5"",""4"",""5"",""3"",""1"",""3"",""3"",""5"",""5"",""2"",""0"",""0"",""0"",""0"",""0"",""0"",""0"""
"1,""132"",""Esc. Cuesta de Piedra"",""Chiriquí"",""Bugaba"",""La Concepción"",""1"",""3"",""2"",""1"",""1"",""3"",""4"",""1"",""4"",""1"",""1"",""1"",""1"",""3"",""5"",""6"",""2"",""2"",""3"",""2"",""1"",""1"",""5"",""1"",""2"",""1"",""2"",""2"",""1"",""2"",""2"""
"1,""133"",""Esc. de Solano"",""Chiriquí"",""Bugaba"",""La Concepción"",""0"",""3"",""3"",""2"",""1"",""2"",""3"",""1"",""4"",""2"",""2"",""1"",""1"",""1"",""0"",""0"",""1"",""1"",""1"",""2"",""1"",""0"",""2"",""1"",""3"",""0"",""3"",""1"",""0"",""0"",""2"""
"1,""134"",""Esc. San Vicente"",""Chiriquí"",""Bugaba"",""La Concepción"",""0"",""0"",""1"",""1"",""1"",""1"",""1"",""0"",""0"",""2"",""1"",""2"",""1"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""1"",""0"",""1"",""1"",""1"",""1"",""0"",""0"",""1"",""2"""
"1,""135"",""Escuela Belen"",""Chiriquí"",""Bugaba"",""La Concepción"",""0"",""0"",""1"",""1"",""1"",""1"",""2"",""1"",""0"",""1"",""2"",""1"",""1"",""1"",""0"",""0"",""2"",""2"",""1"",""2"",""1"",""0"",""1"",""2"",""1"",""1"",""2"",""2"",""1"",""0"",""2"""
"1,""136"",""Escuela Daniel Octavio Crespo"",""Chiriquí"",""Bugaba"",""La Concepción"",""1"",""3"",""2"",""2"",""2"",""1"",""2"",""0"",""2"",""1"",""2"",""2"",""1"",""2"",""2"",""0"",""1"",""1"",""2"",""2"",""2"",""1"",""2"",""2"",""3"",""2"",""2"",""3"",""1"",""0"",""2"""
"1,""137"",""I.P.T. Solano"",""Chiriquí"",""Bugaba"",""La Concepción"",""1"",""0"",""3"",""3"",""4"",""4"",""5"",""1"",""0"",""4"",""5"",""6"",""6"",""5"",""1"",""1"",""4"",""4"",""4"",""5"",""4"",""1"",""0"",""3"",""3"",""3"",""3"",""3"",""1"",""0"",""2"""
"1,""139"",""Parque Central Bugaba"",""Chiriquí"",""Bugaba"",""La Concepción"",""2"",""2"",""2"",""3"",""3"",""2"",""0"",""3"",""3"",""2"",""2"",""2"",""3"",""3"",""0"",""3"",""2"",""1"",""0"",""0"",""1"",""2"",""0"",""0"",""0"",""3"",""2"",""4"",""2"",""3"",""0"""
"1,""140"",""Parque Infantil (Orillas de la interamericana)"",""Chiriquí"",""Bugaba"",""La Concepción"",""1"",""0"",""1"",""0"",""1"",""0"",""1"",""0"",""0"",""2"",""0"",""1"",""2"",""1"",""0"",""0"",""1"",""2"",""0"",""0"",""1"",""1"",""0"",""1"",""2"",""1"",""1"",""1"",""1"",""0"",""1"""
"1,""142"",""Primaria Justo Abel Castillo"",""Chiriquí"",""Bugaba"",""La Concepción"",""1"",""1"",""2"",""2"",""3"",""2"",""3"",""0"",""1"",""2"",""3"",""4"",""2"",""3"",""0"",""1"",""3"",""1"",""5"",""4"",""1"",""1"",""2"",""1"",""2"",""4"",""3"",""3"",""0"",""3"",""1"""
"1,""143"",""Centro de Salud La Estrella"",""Chiriquí"",""Bugaba"",""La Estrella"",""6"",""3"",""5"",""3"",""5"",""7"",""5"",""3"",""4"",""4"",""3"",""5"",""7"",""4"",""2"",""5"",""5"",""5"",""5"",""7"",""3"",""4"",""2"",""6"",""5"",""5"",""6"",""5"",""3"",""4"",""5"""
"1,""144"",""Esc. La Estrella"",""Chiriquí"",""Bugaba"",""La Estrella"",""4"",""8"",""4"",""2"",""3"",""4"",""3"",""2"",""7"",""2"",""1"",""2"",""1"",""3"",""3"",""3"",""3"",""2"",""3"",""4"",""5"",""4"",""8"",""3"",""5"",""5"",""5"",""5"",""3"",""4"",""3"""
"1,""145"",""ESC. LA TRANCA"",""Chiriquí"",""Bugaba"",""La Estrella"",""5"",""3"",""9"",""9"",""8"",""8"",""9"",""4"",""3"",""11"",""8"",""9"",""9"",""9"",""3"",""3"",""8"",""10"",""8"",""9"",""6"",""4"",""6"",""9"",""6"",""8"",""9"",""9"",""3"",""3"",""11"""
"1,""146"",""Esc. Sioguí Abajo Nº 2"",""Chiriquí"",""Bugaba"",""La Estrella"",""1"",""1"",""2"",""0"",""0"",""2"",""1"",""0"",""0"",""2"",""1"",""1"",""1"",""1"",""1"",""0"",""1"",""1"",""1"",""1"",""0"",""0"",""0"",""1"",""5"",""3"",""2"",""3"",""1"",""0"",""1"""
"1,""147"",""Esc. San Andrés"",""Chiriquí"",""Bugaba"",""San Andrés"",""1"",""2"",""0"",""1"",""2"",""1"",""2"",""0"",""2"",""0"",""2"",""1"",""1"",""1"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""6"",""1"",""2"",""0"",""3"",""1"",""0"",""1"",""1"""
"1,""148"",""Esc. San Francisco"",""Chiriquí"",""Bugaba"",""San Andrés"",""6"",""9"",""2"",""6"",""4"",""2"",""4"",""4"",""5"",""7"",""6"",""6"",""5"",""2"",""1"",""6"",""3"",""6"",""4"",""4"",""4"",""3"",""4"",""5"",""7"",""5"",""6"",""5"",""2"",""4"",""6"""
"1,""149"",""P.C. San Andrés"",""Chiriquí"",""Bugaba"",""San Andrés"",""7"",""2"",""7"",""10"",""7"",""5"",""8"",""5"",""4"",""5"",""8"",""4"",""4"",""6"",""2"",""5"",""8"",""5"",""5"",""4"",""4"",""4"",""5"",""6"",""7"",""3"",""4"",""9"",""2"",""6"",""2"""
"1,""150"",""Escuela Santa Marta"",""Chiriquí"",""Bugaba"",""Santa Marta"",""3"",""5"",""3"",""3"",""1"",""1"",""3"",""2"",""3"",""3"",""3"",""2"",""3"",""1"",""1"",""1"",""2"",""4"",""2"",""2"",""3"",""1"",""6"",""3"",""1"",""3"",""2"",""1"",""1"",""1"",""1"""
"1,""151"",""Esc. Manchuila"",""Chiriquí"",""Bugaba"",""Santo Domingo"",""5"",""3"",""2"",""3"",""3"",""5"",""6"",""4"",""4"",""6"",""7"",""10"",""12"",""8"",""8"",""9"",""7"",""10"",""10"",""7"",""9"",""8"",""9"",""12"",""8"",""6"",""7"",""8"",""7"",""8"",""7"""
"1,""152"",""P.C. Santo Domingo"",""Chiriquí"",""Bugaba"",""Santo Domingo"",""1"",""2"",""3"",""4"",""4"",""5"",""5"",""1"",""1"",""4"",""4"",""3"",""4"",""4"",""2"",""2"",""4"",""4"",""2"",""3"",""4"",""2"",""1"",""4"",""3"",""5"",""3"",""3"",""1"",""2"",""3"""
"1,""153"",""Centro de Salud Sortova"",""Chiriquí"",""Bugaba"",""Sortová"",""1"",""1"",""2"",""1"",""2"",""1"",""3"",""1"",""0"",""2"",""1"",""3"",""3"",""3"",""1"",""1"",""2"",""2"",""2"",""1"",""0"",""1"",""2"",""2"",""2"",""2"",""2"",""3"",""0"",""1"",""1"""
"1,""154"",""Bomberos Volcán"",""Chiriquí"",""Tierras Altas"",""Volcán"",""0"",""2"",""1"",""1"",""0"",""0"",""1"",""0"",""2"",""1"",""0"",""1"",""1"",""1"",""1"",""2"",""0"",""0"",""1"",""1"",""1"",""1"",""0"",""0"",""1"",""1"",""2"",""1"",""1"",""1"",""1"""
"1,""155"",""C.E.B.G. de Volcán"",""Chiriquí"",""Bugaba"","""",""2"",""1"",""2"",""1"",""2"",""3"",""3"",""2"",""4"",""1"",""3"",""3"",""2"",""3"",""4"",""1"",""2"",""2"",""4"",""2"",""3"",""2"",""1"",""2"",""2"",""2"",""3"",""5"",""1"",""2"",""2"""
"1,""156"",""Esc. El Bijao"",""Chiriquí"",""Bugaba"","""",""1"",""2"",""2"",""0"",""0"",""2"",""2"",""4"",""2"",""1"",""1"",""1"",""2"",""1"",""2"",""0"",""1"",""6"",""1"",""1"",""3"",""1"",""2"",""2"",""2"",""4"",""2"",""2"",""1"",""1"",""1"""
"1,""157"",""Esc. El Valle."",""Chiriquí"",""Tierras Altas"",""Volcán"",""2"",""2"",""3"",""1"",""3"",""3"",""1"",""0"",""0"",""2"",""4"",""3"",""3"",""4"",""3"",""1"",""1"",""3"",""2"",""1"",""1"",""1"",""0"",""2"",""2"",""3"",""1"",""3"",""2"",""1"",""1"""
"1,""158"",""Esc. Las Perlas"",""Chiriquí"",""Tierras Altas"",""Volcán"",""1"",""1"",""1"",""1"",""0"",""1"",""0"",""1"",""3"",""2"",""1"",""1"",""1"",""2"",""2"",""2"",""2"",""1"",""0"",""1"",""1"",""2"",""0"",""2"",""2"",""2"",""1"",""2"",""1"",""1"",""2"""
"1,""159"",""Parque Plaza Volcán"",""Chiriquí"",""Bugaba"",""Volcán"",""2"",""1"",""2"",""2"",""3"",""4"",""3"",""3"",""4"",""4"",""3"",""5"",""6"",""6"",""3"",""4"",""3"",""3"",""4"",""4"",""3"",""4"",""4"",""5"",""3"",""6"",""6"",""3"",""4"",""5"",""6"""
"1,""160"",""Policía Nacional"",""Chiriquí"",""Bugaba"","""",""2"",""3"",""3"",""2"",""1"",""0"",""0"",""1"",""3"",""3"",""3"",""3"",""3"",""3"",""4"",""4"",""0"",""0"",""3"",""2"",""3"",""5"",""2"",""0"",""0"",""3"",""3"",""2"",""4"",""3"",""3"""
"1,""161"",""Esc. Chiriquí"",""Chiriquí"",""David"",""Chiriquí"",""0"",""0"",""1"",""1"",""1"",""1"",""1"",""0"",""1"",""1"",""1"",""1"",""1"",""2"",""0"",""0"",""2"",""2"",""1"",""1"",""3"",""0"",""4"",""1"",""1"",""2"",""3"",""3"",""0"",""0"",""1"""
"1,""162"",""Esc. Chorcha Abajo"",""Chiriquí"",""David"",""Chiriquí"",""0"",""0"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""0"",""1"",""1"",""3"",""1"",""1"",""1"",""1"",""0"",""1"",""0"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""0"",""0"",""1"""
"1,""163"",""Esc. El Veladero."",""Chiriquí"",""David"",""Chiriquí"",""3"",""8"",""4"",""2"",""2"",""6"",""5"",""4"",""5"",""3"",""4"",""5"",""5"",""4"",""2"",""4"",""4"",""4"",""3"",""4"",""3"",""4"",""5"",""4"",""4"",""4"",""3"",""2"",""3"",""1"",""3"""
"1,""164"",""Esc. La Pita"",""Chiriquí"",""David"",""Chiriquí"",""0"",""0"",""1"",""0"",""1"",""0"",""1"",""0"",""0"",""0"",""1"",""1"",""1"",""2"",""0"",""0"",""0"",""1"",""0"",""1"",""1"",""0"",""0"",""0"",""1"",""1"",""1"",""0"",""0"",""0"",""1"""
"1,""165"",""Esc. Cochea Arriba"",""Chiriquí"",""David"",""Cochea"",""0"",""1"",""1"",""1"",""2"",""1"",""2"",""0"",""5"",""2"",""1"",""2"",""1"",""2"",""1"",""0"",""1"",""1"",""1"",""1"",""2"",""0"",""1"",""2"",""1"",""1"",""2"",""1"",""0"",""1"",""1"""
"1,""166"",""Aldeas Infantiles SOS"",""Chiriquí"",""David"",""San José de David"",""2"",""2"",""1"",""1"",""0"",""0"",""0"",""0"",""2"",""2"",""3"",""1"",""3"",""1"",""1"",""2"",""0"",""2"",""1"",""1"",""0"",""2"",""0"",""1"",""1"",""1"",""1"",""0"",""0"",""0"",""1"""
"1,""169"",""Ave. Central David"",""Chiriquí"",""David"",""San José de David"",""1"",""2"",""1"",""1"",""0"",""0"",""1"",""3"",""2"",""1"",""0"",""1"",""2"",""2"",""2"",""1"",""1"",""2"",""2"",""2"",""1"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""0"""
"1,""170"",""Biblioteca Pública Santiago Anguizola CENTRO ACP"",""Chiriquí"",""David"",""San José de David"",""0"",""0"",""1"",""1"",""1"",""1"",""2"",""2"",""2"",""2"",""2"",""1"",""3"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""2"",""1"",""2"",""1"",""2"",""2"""
"1,""171"",""Centro de Salud San Mateo"",""Chiriquí"",""David"",""San José de David"",""1"",""0"",""1"",""2"",""3"",""2"",""3"",""0"",""1"",""3"",""3"",""2"",""2"",""3"",""3"",""1"",""3"",""2"",""2"",""2"",""0"",""0"",""0"",""1"",""1"",""2"",""2"",""3"",""4"",""3"",""3"""
"1,""172"",""Elisa Chiari"",""Chiriquí"",""David"",""San José de David"",""3"",""6"",""4"",""4"",""3"",""3"",""3"",""3"",""1"",""5"",""5"",""4"",""6"",""2"",""3"",""1"",""3"",""4"",""3"",""3"",""4"",""2"",""1"",""2"",""3"",""5"",""4"",""3"",""2"",""1"",""5"""
"1,""173"",""Esc. Barriada Victoriano Lorenzo"",""Chiriquí"",""David"",""San José de David"",""1"",""0"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""1"",""1"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"""
"1,""174"",""Esc. de Doleguita"",""Chiriquí"",""David"",""San José de David"",""0"",""0"",""1"",""2"",""1"",""1"",""2"",""4"",""0"",""1"",""1"",""1"",""1"",""1"",""2"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""0"",""2"""
"1,""175"",""Esc. de Lassonde"",""Chiriquí"",""David"",""San José de David"",""4"",""1"",""4"",""4"",""4"",""4"",""3"",""2"",""0"",""4"",""3"",""3"",""5"",""5"",""1"",""0"",""3"",""2"",""3"",""1"",""4"",""1"",""5"",""3"",""3"",""2"",""2"",""3"",""1"",""0"",""2"""
"1,""176"",""Esc. de San Mateo"",""Chiriquí"",""David"",""San José de David"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"""
"1,""177"",""Esc. El Varital"",""Chiriquí"",""David"",""San José de David"",""1"",""0"",""1"",""0"",""0"",""0"",""1"",""1"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""0"",""0"",""0"",""1"",""1"",""1"",""1"",""0"",""1"",""1"",""0"",""1"",""0"",""1"""
"1,""178"",""Esc. María Olimpia de Obaldía"",""Chiriquí"",""David"",""San José de David"",""0"",""0"",""1"",""1"",""1"",""1"",""2"",""0"",""0"",""1"",""1"",""1"",""1"",""2"",""0"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""0"",""1"""
"1,""179"",""Esc. Medalla Milagrosa"",""Chiriquí"",""David"",""San José de David"",""1"",""1"",""1"",""2"",""2"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""3"",""2"",""2"",""1"",""1"",""1"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"""
"1,""180"",""Esc. Nuevo Vedado"",""Chiriquí"",""David"",""San José de David"",""3"",""3"",""4"",""4"",""3"",""3"",""3"",""4"",""3"",""4"",""3"",""3"",""2"",""2"",""0"",""1"",""2"",""3"",""3"",""3"",""4"",""3"",""3"",""1"",""1"",""1"",""3"",""4"",""6"",""4"",""3"""
